AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Capital;28005945;CP INF-PRI;NTRA. SRA. DE LA CONCEPCION;Calle De La Virgen Del Sagrario, 24 ;Madrid;Ciudad Lineal;28027;914040275;914047955;Público
Madrid-Capital;28025968;CP INF-PRI;NTRA. SRA. DE LA FUENCISLA;Calle De Tomelloso, 39 ;Madrid;Usera;28026;914754327;915001173;Público
Madrid-Capital;28039372;CP INF-PRI;NTRA. SRA. DE LA LUZ;Calle Del Bismuto, 1 ;Madrid;Villaverde;28021;917950766;917975020;Público
Madrid-Capital;28013309;CP INF-PRI;NTRA. SRA. DE LA PALOMA;Calle De Tabernillas, 2 ;Madrid;Centro;28005;913640630;913653675;Público
Madrid-Capital;28020740;CP INF-PRI;NTRA. SRA. DEL LUCERO;Calle De Muñico, 1 ;Madrid;Latina;28047;914647678;914647678;Público
Madrid-Capital;28031351;CP INF-PRI;PABLO PICASSO;Calle De Ángel Luis De La Herrán, 35 ;Madrid;Hortaleza;28043;913821795;917646297;Público
Madrid-Capital;28005994;CP INF-PRI;PADRE COLOMA;Calle De Gutiérrez Canales, 19 ;Madrid;San Blas-Canillejas;28022;917426447;917412598;Público
Madrid-Capital;28006007;CP INF-PRI;PADRE MARIANA;Ronda Sur, 145 ;Madrid;Puente de Vallecas;28053;917861773;917861773;Público
Madrid-Capital;28006020;CP INF-PRI;PADRE POVEDA;Avenida De Alfonso Xiii, 23 ;Madrid;Chamartín;28002;914151195;914162781;Público
Madrid-Capital;28010916;CP INF-PRI;PALACIO VALDES;Paseo Del Prado, 38 ;Madrid;Centro;28014;914203370;914203370;Público
Madrid-Capital;28029238;CP INF-PRI;PALOMERAS BAJAS;Calle De Felipe De Diego, 6 ;Madrid;Puente de Vallecas;28018;917854817;917853110;Público
Madrid-Capital;28006044;CP INF-PRI;PARQUE ALUCHE;Calle De Quero, 47 ;Madrid;Latina;28024;917178190;917178050;Público
Madrid-Capital;28035548;CP INF-PRI;PARQUE EUGENIA DE MONTIJO;Calle Del Parque Eugenia De Montijo, 28-a ;Madrid;Carabanchel;28047;914615653;914615603;Público
Madrid-Capital;28028416;CP INF-PRI;PASAMONTE;Avenida Del Doctor García Tapia, 47 ;Madrid;Moratalaz;28030;914305366;914376535;Público
Madrid-Capital;28010931;CP INF-PRI;PATRIARCA OBISPO EIJO GARAY;Calle De López De Hoyos, 40 ;Madrid;Chamartín;28006;917450282;917451152;Público
Madrid-Capital;28060211;CP INF-PRI;PEDRO DUQUE;Calle De Marmolina, 5 ;Madrid;Vicálvaro;28032;917762363;917753209;Público
Madrid-Capital;28006056;CP INF-PRI;PERU;Calle De Baleares, 18 ;Madrid;Carabanchel;28019;915691465;915692867;Público
Madrid-Capital;28010679;CP INF-PRI;PI I MARGALL;Plaza Del Dos De Mayo, 2 ;Madrid;Centro;28004;915323420;915231075;Público
Madrid-Capital;28063763;CP INF-PRI;PINAR DE SAN JOSE;Calle Patrimonio De La Humanidad, 39 ;Madrid;Carabanchel;28054;915112417;915112418;Público
Madrid-Capital;28006068;CP INF-PRI;PINAR DEL REY;Avenida De San Luis, 23 ;Madrid;Hortaleza;28033;917664763;917680970;Público
Madrid-Capital;28021045;CP INF-PRI;PINTOR ROSALES;Calle Del Príncipe De Vergara, 139 ;Madrid;Chamartín;28002;915623948;915638730;Público
Madrid-Capital;28021434;CP INF-PRI;PIO BAROJA;Calle De Luis De Hoyos Sáinz, 84 ;Madrid;Moratalaz;28030;917739618;917739618;Público
Madrid-Capital;28006071;CP INF-PRI;PIO XII;Calle Del Delfín, 2 ;Madrid;Tetuán;28029;913151221;917336758;Público
Madrid-Capital;28071371;CP INF-PRI;PLACIDO DOMINGO;Calle Del Tejo, 5 ;Madrid;Arganzuela;28045;917650789;915302878;Público
Madrid-Capital;28010357;CP INF-PRI;PORTUGAL;Calle De Juan Álvarez Mendizábal, 20 ;Madrid;Moncloa-Aravaca;28008;915417330;915417330;Público
Madrid-Capital;28030401;CP INF-PRI;PRADOLONGO;Calle Del Parque De La Paloma, 9 ;Madrid;Usera;28026;914693581;914692532;Público
Madrid-Capital;28029111;CP INF-PRI;PRINCIPE DE ASTURIAS;Carretera Colmenar Viejo, Km 15 ;Madrid;Fuencarral-El Pardo;28049;917355115;917355003;Público
Madrid-Capital;28006101;CP INF-PRI;PUERTO RICO;Calle Del Segura, 74 ;Madrid;Usera;28041;913412726;913416960;Público
Madrid-Capital;28021321;CP INF-PRI;RABINDRANATH TAGORE;Calle De Julio Palacios, 35 ;Madrid;Fuencarral-El Pardo;28029;917332373;913232892;Público
Madrid-Capital;28006123;CP INF-PRI;RAMIRO DE MAEZTU;Calle De Serrano, 127 ;Madrid;Chamartín;28006;915616249;915647056;Público
Madrid-Capital;28010941;CP INF-PRI;RAMON GOMEZ DE LA SERNA;Calle De Godella, 170 ;Madrid;Villaverde;28021;917972522;917972554;Público
Madrid-Capital;28025956;CP INF-PRI;RAMON MARIA DEL VALLE INCLAN;Calle De Alconera, 1 ;Madrid;San Blas-Canillejas;28037;913130739;913130739;Público
Madrid-Capital;28026067;CP INF-PRI;RAMON PEREZ DE AYALA;Calle De Motilla Del Palancar, 19 ;Madrid;Hortaleza;28043;917592205;917599412;Público
Madrid-Capital;28010953;CP INF-PRI;REAL ARMADA;Calle Del Corregidor Juan Francisco De Luján, 114 ;Madrid;Moratalaz;28030;917736583;917736583;Público
Madrid-Capital;28006135;CP INF-PRI;REGIMIENTO INMEMORIAL DEL REY;Avenida De Moratalaz, 51 ;Madrid;Moratalaz;28030;914390948;913282535;Público
Madrid-Capital;28005431;CP INF-PRI;REINA VICTORIA;Calle Del Príncipe De Vergara, 61 ;Madrid;Salamanca;28006;915631283;914113067;Público
Madrid-Capital;28010977;CP INF-PRI;REPUBLICA DE CHILE;Calle Del Castillo De Uclés, 28 ;Madrid;San Blas-Canillejas;28037;913046658;913046658;Público
Madrid-Capital;28010965;CP INF-PRI;REPUBLICA DE COLOMBIA;Plaza De Alloz, 3 ;Madrid;Carabanchel;28025;914650587;914650587;Público
Madrid-Capital;28006172;CP INF-PRI;REPUBLICA DE ECUADOR;Calle Del Valle De Oro, 41 ;Madrid;Carabanchel;28019;914603284;914603284;Público
Madrid-Capital;28010989;CP INF-PRI;REPUBLICA DE EL SALVADOR;Camino De Sacedón, 2 ;Madrid;Villaverde;28021;917964041;917987815;Público
Madrid-Capital;28010928;CP INF-PRI;REPUBLICA DE PANAMA Nº 1;Calle De Los Peones, S/n ;Madrid;San Blas-Canillejas;28037;913065472;913065472;Público
Madrid-Capital;28006202;CP INF-PRI;REPUBLICA DE VENEZUELA;Calle De Cerecinos, 8 ;Madrid;Usera;28026;915698392;914695258;Público
Madrid-Capital;28006159;CP INF-PRI;REPUBLICA DEL BRASIL;Avenida De Los Fueros, 34 ;Madrid;Usera;28041;917923478;917920822;Público
Madrid-Capital;28006184;CP INF-PRI;REPUBLICA DEL PARAGUAY;Calle De Manresa, 60 ;Madrid;Fuencarral-El Pardo;28034;917343888;917351680;Público
Madrid-Capital;28006196;CP INF-PRI;REPUBLICA DEL URUGUAY;Avenida De Nuestra Señora De Valvanera, 120 ;Madrid;Latina;28047;914661360;914613919;Público
Madrid-Capital;28006160;CP INF-PRI;REPUBLICA DOMINICANA;Ronda De Don Bosco, 2 ;Madrid;Carabanchel;28044;914629060;914662819;Público
Madrid-Capital;28041767;CP INF-PRI;ROSA LUXEMBURGO;Calle Del Bardegueral, 16 ;Madrid;Moncloa-Aravaca;28023;913570212;913570661;Público
Madrid-Capital;28006238;CP INF-PRI;RUFINO BLANCO;Calle Del General Álvarez De Castro, 46 ;Madrid;Chamberí;28010;914484083;915944701;Público
Madrid-Capital;28006251;CP INF-PRI;SAGUNTO;Calle De Paterna, 14 ;Madrid;Villaverde;28021;917976726;917976726;Público
Madrid-Capital;28019658;CP INF-PRI;SAN BENITO;Calle De Juan Pérez Zúñiga, 36 ;Madrid;Ciudad Lineal;28027;913670800;913670800;Público
Madrid-Capital;28006263;CP INF-PRI;SAN CARLOS;Calle De Geología, 2 ;Madrid;Villaverde;28021;917966105;917979728;Público
Madrid-Capital;28010990;CP INF-PRI;SAN CRISTOBAL;Calle De Bravo Murillo, 39 ;Madrid;Chamberí;28015;914481381;914480206;Público
Madrid-Capital;28006275;CP INF-PRI;SAN EUGENIO Y SAN ISIDRO;Calle De Peñuelas, 31 ;Madrid;Arganzuela;28005;914737711;914737785;Público
Madrid-Capital;28006305;CP INF-PRI;SAN IGNACIO DE LOYOLA;Avenida De Abrantes, 1 ;Madrid;Carabanchel;28025;915651989;914698461;Público
Madrid-Capital;28006317;CP INF-PRI;SAN ILDEFONSO;Calle De Alfonso Vi, 1 ;Madrid;Centro;28005;913643923;913641170;Público
Madrid-Capital;28006329;CP INF-PRI;SAN ISIDORO;Calle De Fuenterrabía, 15 ;Madrid;Retiro;28014;915514845;915015983;Público
Madrid-Capital;28030472;CP INF-PRI;SAN JUAN BAUTISTA;Calle De Sorzano, 1 ;Madrid;Ciudad Lineal;28043;914131225;915194638;Público
Madrid-Capital;28011015;CP INF-PRI;SAN JUAN BOSCO;Calle De Santa Irene, 2 ;Madrid;Ciudad Lineal;28017;914053610;914043233;Público
Madrid-Capital;28006354;CP INF-PRI;SAN JUAN DE LA CRUZ;Calle De Honduras, 10 ;Madrid;Chamartín;28016;913453044;913509861;Público
Madrid-Capital;28019567;CP INF-PRI;SAN MIGUEL;Avenida De La Virgen Del Carmen, 32 ;Madrid;Hortaleza;28033;917639281;917639281;Público
Madrid-Capital;28006366;CP INF-PRI;SAN PABLO;Plaza De Peña Morraz, 1 ;Madrid;Puente de Vallecas;28038;913031550;913031550;Público
Madrid-Capital;28014272;CP INF-PRI;SAN ROQUE;Calle Del Oxígeno, 43 ;Madrid;Villaverde;28021;917962774;917100003;Público
Madrid-Capital;28006381;CP INF-PRI;SANTA MARIA;Calle Del Casino, 7 ;Madrid;Centro;28005;915275281;914673704;Público
Madrid-Capital;28006391;CP INF-PRI;SANTO DOMINGO;Calle De San Feliu De Guixols, 7 ;Madrid;Puente de Vallecas;28038;917785293;913037833;Público
Madrid-Capital;28010394;CP INF-PRI;TOMAS BRETON;Calle De Alejandro Dumas, 4 ;Madrid;Arganzuela;28005;913642214;913667387;Público
Madrid-Capital;28045098;CP INF-PRI;VALDEBERNARDO;Calle Del Tren De Arganda, 9 ;Madrid;Vicálvaro;28032;913713523;913051773;Público
Madrid-Capital;28004941;CP INF-PRI;VASCO NUÑEZ DE BALBOA;Calle De Nuestra Señora De Valverde, 149 ;Madrid;Fuencarral-El Pardo;28034;917343267;917355336;Público
Madrid-Capital;28011040;CP INF-PRI;VAZQUEZ DE MELLA;Calle De Bailén, 18 ;Madrid;Centro;28005;913654878;913665312;Público
Madrid-Capital;28030411;CP INF-PRI;VICALVARO;Calle De Forges, 15 ;Madrid;Vicálvaro;28032;917769938;913718488;Público
Madrid-Capital;28025981;CP INF-PRI;VIRGEN DEL CERRO;Calle De Mohernando, 1 ;Madrid;Puente de Vallecas;28038;917785083;917784994;Público
Madrid-Capital;28031075;CP INF-PRI;VIRGEN DEL CORTIJO;Avenida De Manoteras, 41 ;Madrid;Hortaleza;28050;917661215;913844438;Público
Madrid-Capital;28066090;CP INF-PRI;WINSTON CHURCHILL;Avenida De La Gran Vía Del Este, 5 ;Madrid;Vicálvaro;28032;913716066;917604921;Público
Madrid-Capital;28063799;CP INF-PRI-SEC;ADOLFO SUAREZ;Calle De La Infanta Catalina Micaela, 31 ;Madrid;Hortaleza;28050;917502058;917189274;Público
Madrid-Capital;28006408;CP INF-PRI-SEC;TIRSO DE MOLINA;Calle Del Bronce, 1 ;Madrid;Arganzuela;28045;915278932;914683695;Público
Madrid-Capital;28011349;CPR INF-PRI;ARCANGEL;Calle De Ángel Ganivet, 17 ;Madrid;Retiro;28007;915523525;911191309;Privado Concertado
Madrid-Capital;28032195;CPR INF-PRI;CENIT;Calle De Vital Aza, 31 ;Madrid;Ciudad Lineal;28017;914087145;914087145;Privado Concertado
Madrid-Capital;28011520;CPR INF-PRI;CENTRAL;Calle De Manuel Muñoz, 9 ;Madrid;Usera;28026;914759629;912450019;Privado Concertado
Madrid-Capital;28019981;CPR INF-PRI;CENTRO DE ESTUDIOS CASTILLA;Calle Del Oso, 23 ;Madrid;Centro;28012;914684967;915060720;Privado Concertado
Madrid-Capital;28022529;CPR INF-PRI;CERVANTES;Calle De Elvas, 2 ;Madrid;Carabanchel;28025;914606748;914608036;Privado Concertado
Madrid-Capital;28043223;CPR INF-PRI;COLEGIO DIOCESANO CRISTO DE LA GUIA;Calle De Ezcaray, 3 ;Madrid;Vicálvaro;28032;917768593;917762246;Privado Concertado
Madrid-Capital;28015537;CPR INF-PRI;CUMBRE-OXFORD;Calle De Buendía, 50-52 ;Madrid;Puente de Vallecas;28053;915075753;915075753;Privado Concertado
Madrid-Capital;28026110;CPR INF-PRI;DOSPARQUES;Calle De San Anastasio, 4 ;Madrid;Arganzuela;28005;914739985;914739985;Privado Concertado
Madrid-Capital;28011805;CPR INF-PRI;DULCE NOMBRE DE JESUS;Calle De Agustín Durán, 20 ;Madrid;Salamanca;28028;917256614;917250677;Privado Concertado
Madrid-Capital;28032225;CPR INF-PRI;JESUS MARIA-NTRA. SRA. CARIDAD DEL COBRE;Calle De Los Hermanos García Noblejas, 17 ;Madrid;San Blas-Canillejas;28037;913670456;911305633;Privado Concertado
Madrid-Capital;28008016;CPR INF-PRI;LA MERCED;Calle De Luis De Góngora, 5 ;Madrid;Centro;28004;915232299;915221430;Privado Concertado
Madrid-Capital;28012810;CPR INF-PRI;LA MILAGROSA;Calle Del Puerto Del Monasterio, 35 ;Madrid;Puente de Vallecas;28018;914778158;914786412;Privado Concertado
Madrid-Capital;28020041;CPR INF-PRI;LA SALLE-LA PALOMA-FUNDACION LARA;Calle De La Paloma, 21 ;Madrid;Centro;28005;913641082;913651428;Privado Concertado
Madrid-Capital;28008600;CPR INF-PRI;LICEO OROQUIETA;Calle Del Sáhara, 79 ;Madrid;Villaverde;28041;917961495;917967558;Privado Concertado
Madrid-Capital;28044872;CPR INF-PRI;LICEO ROSALES;Calle De Ignacio Santos Viñuelas, 9 ;Madrid;Villaverde;28021;917982959;917976602;Privado Concertado
Madrid-Capital;28029159;CPR INF-PRI;LUIS FEITO;Calle De Luis Feíto, 19 ;Madrid;Latina;28047;914623137;914623137;Privado Concertado
Madrid-Capital;28012676;CPR INF-PRI;MARIA CRISTINA;Calle De Antillón, 6 ;Madrid;Latina;28011;914643175;914630279;Privado Concertado
Madrid-Capital;28021975;CPR INF-PRI;MIRASOL;Calle De Peña Dorada, 4 ;Madrid;Fuencarral-El Pardo;28034;917386100;917382088;Privado Concertado
Madrid-Capital;28017339;CPR INF-PRI;NEBRIJA-ROSALES;Calle De Carlos Domingo, 10-12 ;Madrid;Latina;28047;914650315;914657541;Privado Concertado
Madrid-Capital;28008296;CPR INF-PRI;NTRA. SRA. DE FATIMA;Calle De Alcalá, 292 ;Madrid;Ciudad Lineal;28027;913260455;913260455;Privado Concertado
Madrid-Capital;28013279;CPR INF-PRI;NTRA. SRA. DE LA MERCED;Calle De Zaida, 87 ;Madrid;Carabanchel;28019;914727650;914722261;Privado Concertado
Madrid-Capital;28008430;CPR INF-PRI;NTRA. SRA. DE LA PAZ;Calle De Valderribas, 37 ;Madrid;Retiro;28007;915528595;915528595;Privado Concertado
Madrid-Capital;28013701;CPR INF-PRI;SAGRADA FAMILIA;Calle De Eduardo Aunos, 32 ;Madrid;Salamanca;28028;915733154;915733154;Privado Concertado
Madrid-Capital;28013826;CPR INF-PRI;SAGRADOS CORAZONES;Calle De Pan Y Toros, 45 ;Madrid;Villaverde;28041;913172526;913172526;Privado Concertado
Madrid-Capital;28008995;CPR INF-PRI;SAN ANTONIO;Calle De Bravo Murillo, 150 ;Madrid;Tetuán;28020;915339106;914560029;Privado Concertado
Madrid-Capital;28013966;CPR INF-PRI;SAN FERMIN;Calle De La Estafeta, 17 ;Madrid;Usera;28041;917920535;914750587;Privado Concertado
Madrid-Capital;28007371;CPR INF-PRI;SAN LUIS-FELCA;Calle De Dolores Barranco, 65 ;Madrid;Usera;28026;914758162;914756923;Privado Concertado
Madrid-Capital;28009422;CPR INF-PRI;SAN RAFAEL ARCANGEL-SANTA LUISA;Calle De Otero Y Delage, 105 ;Madrid;Fuencarral-El Pardo;28035;913161723;913168114;Privado Concertado
Madrid-Capital;28017777;CPR INF-PRI;SANTA CRUZ;Calle De Miguel Fleta, 7 ;Madrid;San Blas-Canillejas;28037;913040609;913270590;Privado Concertado
Madrid-Capital;28009495;CPR INF-PRI;SANTA ELIZABETH;Calle De Viera Y Clavijo, 14 ;Madrid;Retiro;28007;915512615;915512615;Privado Concertado
Madrid-Capital;28009586;CPR INF-PRI;SANTA MARIA;Calle De Tolosa, 6 ;Madrid;Usera;28041;913415193;913418780;Privado Concertado
Madrid-Capital;28010060;CPR INF-PRI;VIRGEN DEL PILAR;Calle De Melchor Fernández Almagro, 70 ;Madrid;Fuencarral-El Pardo;28029;917390277;917319621;Privado Concertado
Madrid-Capital;28032183;CPR INF-PRI;VIRGEN MILAGROSA;Calle Del Mar De Coral, 3 ;Madrid;Hortaleza;28033;917638756;913820428;Privado Concertado
Madrid-Capital;28018061;CPR INF-PRI-SEC;AGORA;Calle Del Marqués De Portugalete, 17 ;Madrid;Ciudad Lineal;28027;917421891;917421813;Privado Concertado
Madrid-Capital;28015392;CPR INF-PRI-SEC;AGRUPACION ESCOLAR EUROPA;Calle De Miguel Solas, 12 ;Madrid;Villaverde;28021;917955158;917968513;Privado Concertado
Madrid-Capital;28019828;CPR INF-PRI-SEC;AGUSTINIANO;Calle Del Pez Austral, 13 ;Madrid;Retiro;28007;915740000;914096201;Privado Concertado
Madrid-Capital;28011246;CPR INF-PRI-SEC;AMOR DE DIOS;Calle De Gutiérrez Canales, 15 ;Madrid;San Blas-Canillejas;28022;917410114;917415820;Privado Concertado
Madrid-Capital;28011258;CPR INF-PRI-SEC;AMOR MISERICORDIOSO;Paseo De San Francisco De Sales, 42 ;Madrid;Chamberí;28003;915332233;915332507;Privado Concertado
Madrid-Capital;28011261;CPR INF-PRI-SEC;AMOROS;Calle De Gómez De Arteche, 28 ;Madrid;Carabanchel;28044;915111130;915083064;Privado Concertado
Madrid-Capital;28010436;CPR INF-PRI-SEC;ASUNCION CUESTABLANCA;Calle Asunción Cuestablanca, 11 ;Madrid;Hortaleza;28050;913020549;917662234;Privado Concertado
Madrid-Capital;28012962;CPR INF-PRI-SEC;ASUNCION-VALLECAS;Calle De Montseny, 25 ;Madrid;Puente de Vallecas;28038;914336991;915520042;Privado Concertado
Madrid-Capital;28015550;CPR INF-PRI-SEC;AZORIN;Calle De Arzúa, 28 ;Madrid;Hortaleza;28033;913821720;917630722;Privado Concertado
Madrid-Capital;28006809;CPR INF-PRI-SEC;BEATA FILIPINA-FUND.FELICIANA VIERTOLA;Calle De José De Cadalso, 50 ;Madrid;Latina;28044;917063021;917063021;Privado Concertado
Madrid-Capital;28005131;CPR INF-PRI-SEC;BEATA MARIA ANA DE JESUS;Calle De Guillermo De Osma, 10 ;Madrid;Arganzuela;28045;914735558;913545186;Privado Concertado
Madrid-Capital;28021690;CPR INF-PRI-SEC;BERNADETTE;Calle De Santa Bernardita, 1 ;Madrid;Moncloa-Aravaca;28023;913071146;913070494;Privado Concertado
Madrid-Capital;28022414;CPR INF-PRI-SEC;BIENAVENTURADA VIRGEN MARIA;Calle De Cullera, 17 ;Madrid;Latina;28047;914623372;915251742;Privado Concertado
Madrid-Capital;28008107;CPR INF-PRI-SEC;BLANCA DE CASTILLA;Paseo De Eduardo Dato, 2 ;Madrid;Chamberí;28010;914460398;915939922;Privado Concertado
Madrid-Capital;28013103;CPR INF-PRI-SEC;CALASANCIO-NTRA.SRA.DE LAS ESCUELAS PIAS;Calle Del Conde De Peñalver, 51 ;Madrid;Salamanca;28006;914449400;914016433;Privado Concertado
Madrid-Capital;28011477;CPR INF-PRI-SEC;CARDENAL SPINOLA;Calle Del Cardenal Marcelo Spinola, 34 ;Madrid;Chamartín;28016;913022040;917661395;Privado Concertado
Madrid-Capital;28020156;CPR INF-PRI-SEC;CASA DE LA VIRGEN;Calle De La Virgen Del Val, 1 ;Madrid;Ciudad Lineal;28027;914041788;913269087;Privado Concertado
Madrid-Capital;28015094;CPR INF-PRI-SEC;CENTRO CULTURAL ELFO;Calle Del Elfo, 74 ;Madrid;Ciudad Lineal;28027;913673653;914081287;Privado Concertado
Madrid-Capital;28019142;CPR INF-PRI-SEC;CENTRO CULTURAL PALOMERAS;Calle De Luis Marín, S/n ;Madrid;Puente de Vallecas;28038;917863865;917863865;Privado Concertado
Madrid-Capital;28016271;CPR INF-PRI-SEC;CENTRO CULTURAL SALMANTINO;Calle Del Puerto De Pajares, 6 ;Madrid;Puente de Vallecas;28053;914786571;914786571;Privado Concertado
Madrid-Capital;28062497;CPR INF-PRI-SEC;CENTRO EDUCATIVO PONCE DE LEON;Calle De Eduardo Barreiros, 6 ;Madrid;Usera;28041;913178441;913177715;Privado Concertado
Madrid-Capital;28020120;CPR INF-PRI-SEC;CHAMBERI;Calle De Rafael Calvo, 12 ;Madrid;Chamberí;28010;914456250;914440340;Privado Concertado
Madrid-Capital;28011593;CPR INF-PRI-SEC;CIUDAD DE LOS MUCHACHOS;Calle De Santa Marta, 15 ;Madrid;Puente de Vallecas;28038;914342030;915017177;Privado Concertado
Madrid-Capital;28015148;CPR INF-PRI-SEC;CLARET;Calle De Corazón De María, 1 ;Madrid;Chamartín;28002;914152154;914167092;Privado Concertado
Madrid-Capital;28069251;CPR INF-PRI-SEC;COLEGIO ABACO;Avenida De La Peseta, 8 ;Madrid;Latina;28054;915114064;915081150;Privado Concertado
Madrid-Capital;28037983;CPR INF-PRI-SEC;COLEGIO ADDIS;Calle Vieja De Pinto, 15 ;Madrid;Villaverde;28021;917970422;-;Privado Concertado
Madrid-Capital;28073151;CPR INF-PRI-SEC;COLEGIO ARENALES CARABANCHEL;Avenida De Los Poblados, 151 ;Madrid;Carabanchel;28025;912250610;911984558;Privado Concertado
Madrid-Capital;28067318;CPR INF-PRI-SEC;COLEGIO ARTICA;Calle De Los Morales, 25 ;Madrid;Carabanchel;28054;915112615;914006071;Privado Concertado
Madrid-Capital;28072132;CPR INF-PRI-SEC;COLEGIO CEU SAN PABLO EN SANCHINARRO;Avenida Del Alcalde Conde De Mayalde, 45 ;Madrid;Hortaleza;28050;913923440;-;Privado Concertado
Madrid-Capital;28022566;CPR INF-PRI-SEC;COLEGIO DE JESUS;Calle Del Timón, 18 ;Madrid;Barajas;28042;917477022;-;Privado Concertado
Madrid-Capital;28005799;CPR INF-PRI-SEC;COLEGIO DIOCESANO MARIA INMACULADA - JOAQUIN TURINA;Calle De Joaquín Turina, 62 ;Madrid;Carabanchel;28044;915092950;917051461;Privado Concertado
Madrid-Capital;28005787;CPR INF-PRI-SEC;COLEGIO DIOCESANO MARIA INMACULADA - MOGAMBO;Calle De Mogambo, 5 ;Madrid;Puente de Vallecas;28018;917774651;917850880;Privado Concertado
Madrid-Capital;28072144;CPR INF-PRI-SEC;COLEGIO ESTUDIANTES LAS TABLAS;Calle De Fromista, 1 ;Madrid;Fuencarral-El Pardo;28050;918250075;916353597;Privado Concertado
Madrid-Capital;28069285;CPR INF-PRI-SEC;COLEGIO GAUDEM;Calle De La Playa De Barlovento, 14 ;Madrid;Barajas;28042;913886477;913010182;Privado Concertado
Madrid-Capital;28011775;CPR INF-PRI-SEC;COLEGIO INSTITUCION DEL DIVINO MAESTRO;Calle De San Vicente Ferrer, 82 ;Madrid;Centro;28015;915329123;915213197;Privado Concertado
Madrid-Capital;28064202;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL J.H. NEWMAN;Avenida De Guadalajara, 28-32 ;Madrid;San Blas-Canillejas;28032;917609184;913135739;Privado Concertado
Madrid-Capital;28013048;CPR INF-PRI-SEC;COLEGIO LA MILAGROSA;Calle De Monseñor Oscar Romero, 54 ;Madrid;Carabanchel;28025;914623066;914623133;Privado Concertado
Madrid-Capital;28013851;CPR INF-PRI-SEC;COLEGIO LA SALLE SAN RAFAEL;Calle De Fernando El Católico, 49 ;Madrid;Chamberí;28015;915447395;915432703;Privado Concertado
Madrid-Capital;28007309;CPR INF-PRI-SEC;COLEGIO NUEVO EQUIPO;Calle De López De Aranda, 5 ;Madrid;Ciudad Lineal;28027;917421611;917422016;Privado Concertado
Madrid-Capital;28015033;CPR INF-PRI-SEC;COLEGIO SAN PEDRO APOSTOL;Calle De Babilonia, 19 ;Madrid;Barajas;28042;913055605;913056074;Privado Concertado
Madrid-Capital;28014685;CPR INF-PRI-SEC;COLEGIO SENARA;Avenida De Moratalaz, 178 ;Madrid;Moratalaz;28030;913016070;913016075;Privado Concertado
Madrid-Capital;28073173;CPR INF-PRI-SEC;COLEGIO STELLA MARIS LA GAVIA;Calle Peñaranda De Bracamonte C/v Entrepeñas, 9 ;Madrid;Villa de Vallecas;28051;913005070;913852359;Privado Concertado
Madrid-Capital;28070846;CPR INF-PRI-SEC;COLEGIO TORREVILANO;Calle Del Embalse De Navacerrada, 9 ;Madrid;Villa de Vallecas;28051;914945959;913851811;Privado Concertado
Madrid-Capital;28065747;CPR INF-PRI-SEC;COLEGIO VALDEFUENTES;Calle De Ana De Austria, 6 ;Madrid;Hortaleza;28050;902252292;911441495;Privado Concertado
Madrid-Capital;28069273;CPR INF-PRI-SEC;COLEGIO VILLAMADRID;Calle Transversal Sexta, 17 ;Madrid;Villaverde;28021;917979272;917964834;Privado Concertado
Madrid-Capital;28035275;CPR INF-PRI-SEC;COMUNIDAD INFANTIL DE VILLAVERDE;Calle De Villastar, 10 ;Madrid;Villaverde;28021;917950884;917100331;Privado Concertado
Madrid-Capital;28011647;CPR INF-PRI-SEC;CORAZON DE MARIA;Calle De Zigia, 1 ;Madrid;Ciudad Lineal;28027;913671269;913682106;Privado Concertado
Madrid-Capital;28011635;CPR INF-PRI-SEC;CORAZON INMACULADO;Calle De López De Hoyos, 59 ;Madrid;Chamartín;28002;915618049;915614089;Privado Concertado
Madrid-Capital;28011659;CPR INF-PRI-SEC;CORPUS CHRISTI;Calle De Amara, 4 ;Madrid;Ciudad Lineal;28027;913679327;914086723;Privado Concertado
Madrid-Capital;28007127;CPR INF-PRI-SEC;CRISTO REY;Avenida De San Luis, 29 ;Madrid;Hortaleza;28033;913021636;917668471;Privado Concertado
Madrid-Capital;28007139;CPR INF-PRI-SEC;CRISTO REY;Calle De Santa Úrsula, 5 ;Madrid;Latina;28011;914636445;915260656;Privado Concertado
Madrid-Capital;28011726;CPR INF-PRI-SEC;DECROLY;Calle De Guzmán El Bueno, 60 ;Madrid;Chamberí;28015;915492505;915492509;Privado Concertado
Madrid-Capital;28011763;CPR INF-PRI-SEC;DIVINA PASTORA;Calle De Emilio Ortuño, 13 ;Madrid;Puente de Vallecas;28038;914331150;914331251;Privado Concertado
Madrid-Capital;28015902;CPR INF-PRI-SEC;DIVINA PASTORA;Calle De Santa Engracia, 142 ;Madrid;Chamberí;28003;915341012;915538504;Privado Concertado
Madrid-Capital;28005295;CPR INF-PRI-SEC;DIVINO CORAZON;Calle Del Divino Redentor, 55-57 ;Madrid;Tetuán;28029;913158107;913150210;Privado Concertado
Madrid-Capital;28010540;CPR INF-PRI-SEC;DIVINO MAESTRO;Paseo De Extremadura, 165 ;Madrid;Latina;28011;914649481;914640918;Privado Concertado
